"","FieldMatch","ZIP_CODE","c_places","Cases_1","LabelY","ObjectID","GlobalID","CreationDate","Creator","EditDate","Editor"
"280","Dade-33176","33176","Miami","179",179,280,"426ef3f9-dce6-48eb-8d2c-8e184d9474ef",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"281","Dade-33177","33177","Miami","225",225,281,"353f14f0-a3a3-4eb0-aef1-703a27187e5b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"282","Dade-33178","33178","Doral, Medley, Miami","214",214,282,"2e9ab96c-3aeb-4fa4-beb7-5f471f3ae629",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"283","Dade-33179","33179","Miami, Miami Gardens, North Miami Beach","212",212,283,"1cdcd199-d487-4d3f-b20e-af02cd264fa8",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"284","Dade-33180","33180","Aventura, Miami","204",204,284,"a04450cf-ee77-43f1-b6a3-b308fab75576",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"285","Dade-33181","33181","Biscayne Park, Miami, North Miami, North Miami Beach","78",78,285,"1c8d55a2-9dea-4cde-92e6-1ac9cc6039ca",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"286","Dade-33182","33182","Doral, Miami","51",51,286,"2fc5d25a-fbf2-4551-97ab-6b9f0587e515",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"287","Dade-33183","33183","Kendall, Miami","118",118,287,"d99f1f41-4003-40b5-b1e7-62058aac9bf4",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"288","Dade-33184","33184","Miami","73",73,288,"a3225700-f3f1-4590-a357-54c4797d3cb3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"289","Dade-33185","33185","Miami","66",66,289,"1b11f1c3-0f5f-448d-b468-1186815db8fa",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"290","Dade-33186","33186","Miami","185",185,290,"607e51d0-02be-4c4f-9ead-d94debfe272b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"291","Dade-33187","33187","Miami","60",60,291,"b745c470-3de8-423e-a370-82f7a6e6220f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"292","Dade-33189","33189","Miami","75",75,292,"7fffd2d1-e760-415e-ab52-0f084c7ca29a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"293","Dade-33190","33190","Miami","45",45,293,"84c10489-37e6-4275-89a2-36ec8d8c211a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"294","Dade-33193","33193","Miami","156",156,294,"23abab13-664c-47c9-aa51-4f9240cd6ee8",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"295","Dade-33194","33194","Miami","30",30,295,"f1792be4-9a01-4e72-9b7c-e8e75054465f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"296","Dade-33196","33196","Miami","186",186,296,"72933c92-6bf1-4e06-9fc2-10bfd95f04c4",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"297","Dade-33199","33199",NA,"0",0,297,"90d35d23-d00f-4213-93c9-85dc0699203c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"298","Dade-33222","33222",NA,"0",0,298,"b002b0ce-5bca-463e-8120-c9151dfecd2e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"299","Dade-33296","33296",NA,"0",0,299,"d771a21d-f928-4d60-8e7b-b0ade6fe85a0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"300","Desoto-34266","34266","Arcadia","33",33,300,"72bb8a17-86d7-4bc2-9436-6ffd717913ec",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"301","Desoto-34269","34269","Arcadia, Lake Suzy","9",9,301,"93bfa6b7-2418-4466-995b-aa0d87aabd90",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"302","Dixie-32008","32008",NA,"0",0,302,"318ab2f2-3d32-4590-a87b-c971631209a3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"303","Dixie-32359","32359","Steinhatchee","<5",-2,303,"a979d979-2f5f-4c86-b6e0-70a29e2cdb47",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"304","Dixie-32628","32628","Cross City","5",5,304,"d1b19c01-1cf7-4713-a1db-f755b0aacb83",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"305","Dixie-32648","32648",NA,"0",0,305,"2fc5c66c-2f63-4a90-8617-52a9bc0cd775",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"306","Dixie-32680","32680","Old Town","5",5,306,"6808d1c2-986c-4bf3-86bb-e1a217313c9c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"307","Duval-32081","32081",NA,"0",0,307,"092318d6-e974-4254-8754-24ce0b86481d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"308","Duval-32202","32202","Jacksonville","24",24,308,"2026c1a6-0b3c-4e21-b351-f0fe905fb03c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"309","Duval-32203","32203",NA,"0",0,309,"a53f6643-b18a-4b2c-947c-a77a63ea0b6e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"310","Duval-32204","32204","Jacksonville","24",24,310,"3a50c598-2061-4da5-ad31-1fd1f808939a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"311","Duval-32205","32205","Jacksonville","14",14,311,"9f3e61b0-fa79-4982-af2a-a11047c0c11f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"312","Duval-32206","32206","Jacksonville","16",16,312,"da3fc673-5e5a-4803-a6d6-951809271a8f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"313","Duval-32207","32207","Jacksonville","175",175,313,"85ade38d-abdd-4319-b950-e649bb720739",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"314","Duval-32208","32208","Jacksonville","52",52,314,"f3f016ea-cb5d-436b-aa3d-8ee1e926f963",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"315","Duval-32209","32209","Jacksonville","32",32,315,"4773f137-e6d4-48cd-8d48-b890764c4935",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"316","Duval-32210","32210","Jacksonville","70",70,316,"7d9a5754-a7d4-4fa4-b7e5-2dd09f65d86c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"317","Duval-32211","32211","Jacksonville","25",25,317,"b6bdea5a-96a2-48cc-bcaf-7a717a5a4209",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"318","Duval-32212","32212","Jacksonville","18",18,318,"61a5271f-1968-4f58-9d1a-c7c8171b3bb0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"319","Duval-32214","32214","Jacksonville, Jacksonville Naval Hospital","<5",-2,319,"69d17ed5-b68c-462f-bb81-df8abcf29ec5",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"320","Duval-32216","32216","Jacksonville","58",58,320,"921ff119-b181-4818-9b88-f1f7acebe47f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"321","Duval-32217","32217","Jacksonville","11",11,321,"fb87771c-e351-4400-949b-3cc2c7b02f80",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"322","Duval-32218","32218","Jacksonville","68",68,322,"32349f8e-7852-48e6-a21d-fcc80e0c3b64",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"323","Duval-32219","32219","Jacksonville","10",10,323,"0f23ca19-61f8-4fdb-82ca-1b7b2efafa6b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"324","Duval-32220","32220","Jacksonville","7",7,324,"852eb7f9-059e-4b07-9bae-f570a1c48198",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"325","Duval-32221","32221","Jacksonville","19",19,325,"18e62227-31f9-4900-b2ed-7c2f8527cf76",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"326","Duval-32222","32222","Jacksonville","15",15,326,"5c2c7738-efc3-4a1f-a05c-cc918c05a517",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"327","Duval-32223","32223","Jacksonville","16",16,327,"4f9a2023-97db-4964-813d-c1428d867c2b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"328","Duval-32224","32224","Jacksonville","28",28,328,"2d97014e-f60f-4fe0-bd0d-a654232ee86f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"329","Duval-32225","32225","Jacksonville","44",44,329,"3511308e-1ce7-48c8-b34f-98710c5ad653",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"330","Duval-32226","32226","Jacksonville","22",22,330,"5fe22c83-901a-4355-8a03-9a6dd2a22066",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"331","Duval-32227","32227","Jacksonville, Jacksonville Beach","<5",-2,331,"b6793285-cf52-4991-8906-f3758d0a9e83",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"332","Duval-32233","32233","Atlantic Beach, Jacksonville","10",10,332,"cc8f47ab-0871-45e9-9b8a-d4c7681dd9f8",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"333","Duval-32234","32234","Baldwin, Jacksonville","<5",-2,333,"3b3f7f58-1961-48e9-b341-88b284dcec2d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"334","Duval-32235","32235",NA,"0",0,334,"3f30e8ee-e42f-4582-bbb9-96756b560d04",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"335","Duval-32244","32244","Jacksonville","42",42,335,"d0002464-89e6-4c18-96ad-9a086395edb7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"336","Duval-32246","32246","Jacksonville","34",34,336,"b8e2357c-a932-498a-81aa-88699e5657bc",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"337","Duval-32250","32250","Jacksonville, Jacksonville Beach","34",34,337,"c36cbec0-04e8-498f-8bac-b35c0b34fec2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"338","Duval-32254","32254","Jacksonville","13",13,338,"69a0ca07-7ce1-42fd-a036-53a151da2da7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"339","Duval-32255","32255",NA,"0",0,339,"7aafffa7-c4ab-4f06-ae8c-cc03b8b68f90",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"340","Duval-32256","32256","Jacksonville","60",60,340,"1d7ef2f5-b50d-4756-a49c-f0b83e9590c0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"341","Duval-32257","32257","Jacksonville","26",26,341,"10a55794-f991-44c4-93aa-ae6d1153ea0f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"342","Duval-32258","32258","Jacksonville","28",28,342,"d8fb1788-c5fc-4f17-8a8c-498dc198af6a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"343","Duval-32266","32266","Neptune Beach","<5",-2,343,"262ef909-07fd-4ff6-bd6e-efdef23033f5",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"344","Duval-32277","32277","Jacksonville","19",19,344,"a99337e9-2be2-4239-a749-82ed8b20ad7f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"345","Escambia-32501","32501","Pensacola","49",49,345,"2c9f10b5-caa8-4b7c-ae6b-e589b4bd51b0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"346","Escambia-32502","32502","Pensacola","90",90,346,"b0d9db66-2a3f-4069-bae5-59688f812f5a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"347","Escambia-32503","32503","Pensacola","40",40,347,"031cf87c-dd0c-4f6b-ba53-3d85b0a3e065",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"348","Escambia-32504","32504","Pensacola","66",66,348,"af85dfcd-7bff-47b6-9cdf-298cece51210",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"349","Escambia-32505","32505","Pensacola","43",43,349,"26316389-58fb-420f-9aae-428630644b48",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"350","Escambia-32506","32506","Pensacola","27",27,350,"9dfff494-89b0-4d98-a1c4-4e7ae531522b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"351","Escambia-32507","32507","Pensacola, Perdido Key","18",18,351,"8b74f0c9-8038-458d-ae22-0c2991d51140",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"352","Escambia-32508","32508",NA,"0",0,352,"416e9345-2d42-4793-94fc-ad7797441997",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"353","Escambia-32509","32509",NA,"0",0,353,"77861732-b2f3-4931-ba9e-0129fd528d07",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"354","Escambia-32511","32511","Pensacola","9",9,354,"e6e3408f-e005-4be4-a75e-8d070d04fefa",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"355","Escambia-32512","32512",NA,"0",0,355,"08ad8c89-4056-4a9f-adbc-c05d9bdecbd3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"356","Escambia-32514","32514","Pensacola","70",70,356,"d174d9a1-7cba-4f88-ab1c-caf29cfe706a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"357","Escambia-32523","32523",NA,"0",0,357,"4c1d9cc2-bdb4-4e68-8bcf-6cc164865d85",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"358","Escambia-32526","32526","Bellview, Pensacola","43",43,358,"1851ecfd-bf8b-4758-82b9-1c29cbd5dfb9",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"359","Escambia-32533","32533","Cantonment","41",41,359,"f2652851-6a6e-40a2-878f-0010ada95ac0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"360","Escambia-32534","32534","Pensacola","22",22,360,"4a6bf618-2f7a-4ef4-a05d-d70fb4b4a011",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"361","Escambia-32535","32535","Century","<5",-2,361,"77e5d52b-06e5-43c2-9302-ed35d3967d0c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"362","Escambia-32561","32561","Gulf Breeze, Pensacola, Pensacola Beach","<5",-2,362,"f468a928-ecc0-422e-8303-9e93a2b14bd1",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"363","Escambia-32568","32568","Mcdavid","<5",-2,363,"b282f660-d992-4d51-96b4-5e1ce3e68bd9",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"364","Escambia-32577","32577","Molino","<5",-2,364,"7c620068-cef3-446d-97e4-3c80aa78116a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"365","Flagler-32080","32080",NA,"0",0,365,"4db906cb-c5ad-43fc-b739-beb8f912d89e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"366","Flagler-32110","32110","Bunnell","17",17,366,"464566a1-2b51-40ad-b821-6ce0788ddf54",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"367","Flagler-32136","32136","Flagler Beach","12",12,367,"e22b04c3-6e19-4e40-8071-d53dcca80ebd",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"368","Flagler-32137","32137","Palm Coast","55",55,368,"0bee5ad7-6e2b-4319-be05-8f8d82e5521f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"369","Flagler-32164","32164","Palm Coast","57",57,369,"6b310953-5c9a-4879-8e61-95271d6fd42e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"370","Flagler-32174","32174",NA,"0",0,370,"e33229aa-3553-4ff7-bca5-056dcd792854",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"371","Franklin-32320","32320","SUPPRESSED","SUPPRESSED",-3,371,"3e7a90d3-de0c-46b3-91a8-8ed718fb0d4e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"372","Franklin-32322","32322","SUPPRESSED","SUPPRESSED",-3,372,"8cf68a91-7aa0-4dad-a7f8-8554130a2ea2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"373","Franklin-32323","32323","SUPPRESSED","SUPPRESSED",-3,373,"2fcb8eac-de57-41dd-8853-73aa0205f0aa",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"374","Franklin-32328","32328","SUPPRESSED","SUPPRESSED",-3,374,"3a62ea4d-335f-4a7c-82c0-f30bc09565cf",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"375","Franklin-32346","32346","SUPPRESSED","SUPPRESSED",-3,375,"8bc5f369-1b9c-41fe-b56f-9b8bc7eee123",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"376","Franklin-32358","32358","SUPPRESSED","SUPPRESSED",-3,376,"a8c6b4ab-e8a1-4158-9bd4-ba6ffeb80011",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"377","Franklin-32465","32465","SUPPRESSED","SUPPRESSED",-3,377,"1a03343f-dcbf-4492-a27c-d6c32e185cae",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"378","Gadsden-32324","32324","Chattahoochee","14",14,378,"a1149181-8208-4bea-9f44-caf679713539",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"379","Gadsden-32332","32332","Gretna","11",11,379,"a099253b-dd3d-4b20-9f8a-fbcd4f7b1549",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"380","Gadsden-32333","32333","Havana","13",13,380,"bbbce203-af5f-48d5-bb41-adb978744408",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"381","Gadsden-32343","32343","Midway","9",9,381,"8b87578a-0569-42db-8d82-0f7b1b5bc731",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"382","Gadsden-32351","32351","Quincy","50",50,382,"ba8dab41-cecb-4774-a28f-aed2bdcb9b33",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"383","Gadsden-32352","32352","Quincy","19",19,383,"579b546b-8128-4382-b502-57bca8593982",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"384","Gilchrist-32008","32008",NA,"0",0,384,"f3cf6fbf-ae99-4b73-93d0-babde99e5983",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"385","Gilchrist-32619","32619","Bell","<5",-2,385,"7e253440-55e6-48e3-944e-6e0d1fc3f86b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"386","Gilchrist-32643","32643",NA,"0",0,386,"2e61d905-32e2-427b-bb57-8b0a4ca2a810",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"387","Gilchrist-32669","32669",NA,"0",0,387,"b7ddfc05-3697-455f-ab58-88dadd0eaa7c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"388","Gilchrist-32693","32693","Trenton","<5",-2,388,"fdc2dda4-1bda-44a0-9723-cc009233d6e2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"389","Glades-33471","33471","Moore Haven","6",6,389,"5120ac2c-42bc-463c-9d23-66f3a89bf505",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"390","Glades-33935","33935",NA,"0",0,390,"61471a73-4d38-4907-8c49-b3a68ec06bda",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"391","Glades-33944","33944",NA,"0",0,391,"3a24bd7c-69f1-45a8-881d-6708bb4bf0ee",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"392","Glades-33960","33960",NA,"0",0,392,"32c57448-14fb-491f-9934-63deca7e5940",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"393","Glades-34974","34974",NA,"0",0,393,"f1070257-38ae-488b-a9af-2dbfdb85c3b2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"394","Gulf-32456","32456","SUPPRESSED","SUPPRESSED",-3,394,"f10f723c-5487-4c7a-b31a-7bef6e5ea026",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"395","Gulf-32465","32465","SUPPRESSED","SUPPRESSED",-3,395,"935db0cf-4bab-4079-b222-3655b178fbd4",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"396","Hamilton-32052","32052","Jasper","<5",-2,396,"7ead2403-731f-4d1d-a35a-6663a6275e35",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"397","Hamilton-32053","32053","Jennings","<5",-2,397,"c1be2ec4-f9e2-4144-90b5-ba7ffaf52ccc",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"398","Hamilton-32096","32096","White Springs","<5",-2,398,"a5ed13e4-717c-4c75-a242-9406c3af77a2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"399","Hardee-33825","33825",NA,"0",0,399,"1a483b30-c696-4028-ba2d-608e5194df47",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"400","Hardee-33834","33834","Bowling Green","20",20,400,"d7a85ab7-5f9f-4644-8fca-319031f60291",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"401","Hardee-33865","33865",NA,"0",0,401,"fdd289a2-2158-49c2-a9a0-e828204eb042",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"402","Hardee-33873","33873","Wauchula","11",11,402,"a938a95c-9103-4c79-9af1-b53642e426d7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"403","Hardee-33890","33890","Zolfo Springs","<5",-2,403,"39e7c26d-970e-4d41-a00a-ead40686bca0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"404","Hendry-33440","33440","Clewiston","103",103,404,"36cfa702-8851-468f-9215-5964712e294a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"405","Hendry-33935","33935","Labelle","26",26,405,"67ce7774-965e-4042-ade2-204d3b8e8c89",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"406","Hendry-33936","33936",NA,"0",0,406,"52480697-fb54-4c49-bd58-f33f1a8cfee8",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"407","Hendry-34142","34142",NA,"0",0,407,"443e63b5-d2cb-4957-906f-523c1b29c76b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"408","Hernando-33523","33523",NA,"0",0,408,"961e1091-54ac-4488-8d83-761abce7685d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"409","Hernando-33597","33597",NA,"0",0,409,"340cc39e-785d-4530-b7ff-0ba42caf21f3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"410","Hernando-34601","34601","Brooksville","12",12,410,"01d99ce3-381c-4e05-997b-745a08b19131",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"411","Hernando-34602","34602","Brooksville","<5",-2,411,"d4d2a650-0421-42d5-be71-7291043ad91d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"412","Hernando-34604","34604","Brooksville","8",8,412,"9a4d7d1c-0c36-4c94-8678-fd83df72f187",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"413","Hernando-34606","34606","Spring Hill","14",14,413,"eaad6410-4199-4845-88d3-c8ca74fbbbc5",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"414","Hernando-34607","34607","Spring Hill","<5",-2,414,"c450d77f-084e-4a2f-9416-334eec807946",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"415","Hernando-34608","34608","Brooksville, Spring Hill","28",28,415,"a65c01ca-2103-48cf-a1c6-ba5311c3b72b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"416","Hernando-34609","34609","Spring Hill","15",15,416,"aeb1324e-f474-4598-9b2d-0146f53b9339",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"417","Hernando-34613","34613","Brooksville, Weeki Wachee","7",7,417,"c44c831b-35ae-4869-8fa3-fb36e61ca7d9",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"418","Hernando-34614","34614","Brooksville","<5",-2,418,"aeaa6991-28d0-4fa3-8015-d5c99ce82acd",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"419","Hernando-34661","34661",NA,"0",0,419,"45a3a465-7c97-431e-9e90-22ee3ddbb870",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"420","Highlands-33825","33825","Avon Park","28",28,420,"ff560432-13c3-46c9-bd5a-2938d14afd23",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"421","Highlands-33852","33852","Lake Placid","11",11,421,"72523428-1b46-41fb-8641-2bfff4caa22a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"422","Highlands-33857","33857",NA,"0",0,422,"ba9eeb54-fc29-43c8-a321-d39e6bb0cd8c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"423","Highlands-33862","33862",NA,"0",0,423,"fb6ce565-b173-4048-ad8d-876db2392a8e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
