"","OBJECTID","PO_NAME","ZIP_CODE","Negative","Positive","Probable","Additional_Tracking","Positive_Redacted","Negative_Redacted"
"170",492,"Limestone","16234",-1,0,0,NA,NA,NA
"171",493,"Lucinda","16235",7,0,0,NA,NA,NA
"172",495,"Marienville","16239",37,-1,-1,NA,NA,NA
"173",496,"Mayport","16240",12,-1,0,NA,NA,NA
"174",497,"New Bethlehem","16242",62,-1,0,NA,NA,NA
"175",498,"Rimersburg","16248",28,-1,0,NA,NA,NA
"176",500,"Seminole","16253",-1,0,0,NA,NA,NA
"177",501,"Shippenville","16254",29,-1,0,NA,NA,NA
"178",502,"Sligo","16255",13,-1,0,NA,NA,NA
"179",504,"Strattanville","16258",19,-1,0,NA,NA,NA
"180",506,"Vowinckel","16260",-1,0,0,NA,NA,NA
"181",509,"Oil City","16301",90,0,0,NA,NA,NA
"182",510,"Carlton","16311",-1,0,0,NA,NA,NA
"183",511,"Clarendon","16313",14,0,0,NA,NA,NA
"184",512,"Cochranton","16314",28,-1,-1,NA,NA,NA
"185",513,"Conneaut Lake","16316",23,0,0,NA,NA,NA
"186",514,"Cooperstown","16317",10,-1,0,NA,NA,NA
"187",515,"Cranberry","16319",14,0,0,NA,NA,NA
"188",516,"East Hickory","16321",-1,0,0,NA,NA,NA
"189",517,"Franklin","16323",98,-1,-1,NA,NA,NA
"190",518,"Fryburg","16326",-1,-1,0,NA,NA,NA
"191",519,"Guys Mills","16327",10,-1,0,NA,NA,NA
"192",520,"Irvine","16329",-1,0,0,NA,NA,NA
"193",521,"Kossuth","16331",0,0,0,NA,NA,NA
"194",522,"Lickingville","16332",-1,0,0,NA,NA,NA
"195",523,"Ludlow","16333",8,0,0,NA,NA,NA
"196",524,"Marble","16334",0,-1,0,NA,NA,NA
"197",525,"Meadville","16335",154,-1,-1,NA,NA,NA
"198",526,"Pittsfield","16340",11,0,0,NA,NA,NA
"199",527,"Pleasantville","16341",17,0,0,NA,NA,NA
"200",528,"Polk","16342",17,0,0,NA,NA,NA
"201",529,"Russell","16345",21,0,0,NA,NA,NA
"202",530,"Seneca","16346",13,-1,0,NA,NA,NA
"203",531,"Sheffield","16347",15,0,0,NA,NA,NA
"204",532,"Sugar Grove","16350",9,0,0,NA,NA,NA
"205",533,"Tidioute","16351",13,0,0,NA,NA,NA
"206",534,"Tionesta","16353",15,-1,0,NA,NA,NA
"207",535,"Titusville","16354",68,-1,0,NA,NA,NA
"208",536,"Townville","16360",6,0,0,NA,NA,NA
"209",537,"Utica","16362",5,0,0,NA,NA,NA
"210",538,"Venus","16364",9,0,0,NA,NA,NA
"211",539,"Warren","16365",126,-1,0,NA,NA,NA
"212",540,"Youngsville","16371",24,0,0,NA,NA,NA
"213",541,"Clintonville","16372",-1,0,0,NA,NA,NA
"214",542,"Emlenton","16373",19,-1,0,NA,NA,NA
"215",543,"Kennerdell","16374",13,0,0,NA,NA,NA
"216",544,"Albion","16401",39,0,0,NA,NA,NA
"217",545,"Bear Lake","16402",-1,0,0,NA,NA,NA
"218",546,"Cambridge Springs","16403",89,0,0,NA,NA,NA
"219",547,"Centerville","16404",16,0,0,NA,NA,NA
"220",548,"Columbus","16405",-1,0,0,NA,NA,NA
"221",549,"Conneautville","16406",21,-1,0,NA,NA,NA
"222",550,"Corry","16407",92,-1,0,NA,NA,NA
"223",551,"Cranesville","16410",18,0,0,NA,NA,NA
"224",552,"East Springfield","16411",14,0,0,NA,NA,NA
"225",553,"Edinboro","16412",68,-1,-1,NA,NA,NA
"226",554,"Fairview","16415",106,-1,-1,NA,NA,NA
"227",555,"Girard","16417",83,5,0,NA,NA,NA
"228",556,"Grand Valley","16420",6,0,0,NA,NA,NA
"229",557,"Harborcreek","16421",23,0,0,NA,NA,NA
"230",558,"Lake City","16423",39,-1,0,NA,NA,NA
"231",559,"Linesville","16424",15,-1,0,NA,NA,NA
"232",560,"Mc Kean","16426",36,0,0,NA,NA,NA
"233",561,"North East","16428",109,-1,0,NA,NA,NA
"234",562,"North Springfield","16430",0,0,0,NA,NA,NA
"235",563,"Saegertown","16433",62,0,0,NA,NA,NA
"236",564,"Spartansburg","16434",17,-1,0,NA,NA,NA
"237",565,"Springboro","16435",10,0,0,NA,NA,NA
"238",566,"Spring Creek","16436",-1,0,0,NA,NA,NA
"239",567,"Union City","16438",72,0,0,NA,NA,NA
"240",568,"Venango","16440",-1,-1,-1,NA,NA,NA
"241",569,"Waterford","16441",86,-1,0,NA,NA,NA
"242",570,"Wattsburg","16442",28,0,0,NA,NA,NA
"243",571,"West Springfield","16443",14,0,0,NA,NA,NA
"244",572,"Edinboro","16444",0,0,0,NA,NA,NA
"245",573,"Erie","16501",27,-1,0,NA,NA,NA
"246",574,"Erie","16502",187,6,5,NA,NA,NA
"247",575,"Erie","16503",174,18,5,NA,NA,NA
"248",576,"Erie","16504",222,14,-1,NA,NA,NA
"249",577,"Erie","16505",200,5,-1,NA,NA,NA
"250",578,"Erie","16506",264,9,-1,NA,NA,NA
"251",579,"Erie","16507",104,-1,-1,NA,NA,NA
"252",580,"Erie","16508",225,7,-1,NA,NA,NA
"253",581,"Erie","16509",349,10,-1,NA,NA,NA
"254",582,"Erie","16510",288,14,-1,NA,NA,NA
"255",583,"Erie","16511",147,8,-1,NA,NA,NA
"256",584,"Erie","16565",-1,0,0,NA,NA,NA
"257",585,"Altoona","16601",365,11,0,NA,NA,NA
"258",586,"Altoona","16602",355,10,-1,NA,NA,NA
"259",587,"Alexandria","16611",21,-1,0,NA,NA,NA
"260",588,"Ashville","16613",17,0,0,NA,NA,NA
"261",589,"Beccaria","16616",-1,-1,-1,NA,NA,NA
"262",590,"Bellwood","16617",27,-1,0,NA,NA,NA
"263",591,"Brisbin","16620",-1,0,0,NA,NA,NA
"264",592,"Broad Top","16621",11,0,0,NA,NA,NA
"265",593,"Calvin","16622",0,-1,0,NA,NA,NA
"266",594,"Cassville","16623",13,0,0,NA,NA,NA
"267",595,"Claysburg","16625",40,0,0,NA,NA,NA
"268",596,"Coalport","16627",22,-1,0,NA,NA,NA
"269",597,"Cresson","16630",53,-1,0,NA,NA,NA
"270",598,"Dudley","16634",5,0,0,NA,NA,NA
"271",599,"Duncansville","16635",125,-1,0,NA,NA,NA
"272",600,"Dysart","16636",9,-1,0,NA,NA,NA
"273",601,"East Freedom","16637",28,-1,0,NA,NA,NA
"274",602,"Fallentimber","16639",7,0,0,NA,NA,NA
"275",603,"Flinton","16640",12,-1,0,NA,NA,NA
"276",604,"Gallitzin","16641",28,0,0,NA,NA,NA
"277",605,"Glen Hope","16645",-1,0,0,NA,NA,NA
"278",606,"Hastings","16646",54,-1,0,NA,NA,NA
"279",607,"Hesston","16647",5,0,0,NA,NA,NA
"280",608,"Hollidaysburg","16648",190,-1,0,NA,NA,NA
"281",609,"Hopewell","16650",28,-1,-1,NA,NA,NA
"282",610,"Houtzdale","16651",27,-1,-1,NA,NA,NA
"283",611,"Huntingdon","16652",259,32,-1,NA,NA,NA
"284",612,"Imler","16655",15,-1,0,NA,NA,NA
"285",613,"Irvona","16656",12,0,0,NA,NA,NA
"286",614,"James Creek","16657",18,-1,0,NA,NA,NA
"287",615,"Loysburg","16659",-1,0,0,NA,NA,NA
"288",616,"Madera","16661",7,0,0,NA,NA,NA
"289",617,"Martinsburg","16662",54,0,0,NA,NA,NA
"290",618,"New Enterprise","16664",13,-1,0,NA,NA,NA
"291",619,"Osceola Mills","16666",30,-1,0,NA,NA,NA
"292",620,"Osterburg","16667",13,6,0,NA,NA,NA
"293",621,"Patton","16668",45,-1,-1,NA,NA,NA
"294",622,"Petersburg","16669",20,-1,-1,NA,NA,NA
"295",623,"Queen","16670",5,0,0,NA,NA,NA
"296",624,"Ramey","16671",-1,0,0,NA,NA,NA
"297",625,"Roaring Spring","16673",40,0,0,NA,NA,NA
"298",626,"Robertsdale","16674",-1,0,0,NA,NA,NA
"299",627,"Saxton","16678",26,-1,0,NA,NA,NA
"300",628,"Six Mile Run","16679",7,0,0,NA,NA,NA
"301",629,"Smithmill","16680",-1,0,0,NA,NA,NA
"302",630,"Sproul","16682",-1,0,0,NA,NA,NA
"303",631,"Spruce Creek","16683",-1,0,0,NA,NA,NA
"304",632,"Todd","16685",0,0,0,NA,NA,NA
"305",633,"Tyrone","16686",158,6,0,NA,NA,NA
"306",634,"Waterfall","16689",-1,-1,0,NA,NA,NA
"307",635,"Wells Tannery","16691",-1,0,0,NA,NA,NA
"308",636,"Westover","16692",19,-1,0,NA,NA,NA
"309",637,"Williamsburg","16693",45,-1,0,NA,NA,NA
"310",638,"Woodbury","16695",7,0,0,NA,NA,NA
"311",639,"Bradford","16701",186,0,-1,NA,NA,NA
"312",640,"Austin","16720",10,0,0,NA,NA,NA
"313",641,"Crosby","16724",0,0,0,NA,NA,NA
"314",642,"Cyclone","16726",-1,0,0,NA,NA,NA
"315",643,"Derrick City","16727",-1,0,0,NA,NA,NA
"316",644,"Duke Center","16729",6,0,-1,NA,NA,NA
"317",645,"Eldred","16731",25,0,0,NA,NA,NA
"318",646,"Gifford","16732",8,0,0,NA,NA,NA
"319",647,"James City","16734",-1,0,0,NA,NA,NA
"320",648,"Kane","16735",40,7,-1,NA,NA,NA
"321",649,"Lewis Run","16738",9,0,0,NA,NA,NA
"322",650,"Mount Jewett","16740",9,0,0,NA,NA,NA
"323",651,"Port Allegany","16743",31,0,0,NA,NA,NA
"324",652,"Rew","16744",-1,0,0,NA,NA,NA
"325",653,"Rixford","16745",6,0,0,NA,NA,NA
"326",654,"Roulette","16746",6,-1,0,NA,NA,NA
"327",655,"Shinglehouse","16748",21,0,0,NA,NA,NA
"328",656,"Smethport","16749",42,0,0,NA,NA,NA
"329",657,"Turtlepoint","16750",0,0,0,NA,NA,NA
"330",658,"State College","16801",348,29,-1,NA,NA,NA
"331",659,"University Park","16802",13,0,0,NA,NA,NA
"332",660,"State College","16803",209,20,0,NA,NA,NA
"333",661,"Aaronsburg","16820",13,0,0,NA,NA,NA
"334",662,"Allport","16821",5,0,0,NA,NA,NA
"335",663,"Beech Creek","16822",26,-1,0,NA,NA,NA
"336",664,"Bellefonte","16823",388,38,-1,NA,NA,NA
"337",665,"Boalsburg","16827",60,9,0,NA,NA,NA
"338",666,"Centre Hall","16828",44,-1,-1,NA,NA,NA
"339",667,"Clarence","16829",10,0,0,NA,NA,NA
"340",668,"Clearfield","16830",146,6,0,NA,NA,NA
"341",669,"Coburn","16832",7,0,0,NA,NA,NA
"342",670,"Curwensville","16833",41,0,0,NA,NA,NA
"343",671,"Frenchville","16836",9,0,0,NA,NA,NA
"344",672,"Glen Richey","16837",-1,0,0,NA,NA,NA
"345",673,"Grampian","16838",19,0,0,NA,NA,NA
"346",674,"Grassflat","16839",6,-1,0,NA,NA,NA
"347",675,"Hawk Run","16840",-1,0,0,NA,NA,NA
"348",676,"Howard","16841",45,-1,0,NA,NA,NA
"349",677,"Julian","16844",32,-1,0,NA,NA,NA
"350",678,"Karthaus","16845",54,0,0,NA,NA,NA
"351",679,"Lecontes Mills","16850",-1,0,0,NA,NA,NA
"352",680,"Madisonburg","16852",-1,-1,0,NA,NA,NA
"353",681,"Millheim","16854",14,0,0,NA,NA,NA
"354",682,"Morrisdale","16858",37,-1,0,NA,NA,NA
"355",683,"Moshannon","16859",9,0,0,NA,NA,NA
"356",684,"Munson","16860",-1,-1,-1,NA,NA,NA
"357",685,"New Millport","16861",-1,0,0,NA,NA,NA
"358",686,"Olanta","16863",8,0,0,NA,NA,NA
"359",687,"Orviston","16864",-1,0,0,NA,NA,NA
"360",688,"Pennsylvania Furnace","16865",16,0,0,NA,NA,NA
"361",689,"Philipsburg","16866",93,-1,0,NA,NA,NA
"362",690,"Port Matilda","16870",80,8,0,NA,NA,NA
"363",691,"Pottersdale","16871",-1,0,0,NA,NA,NA
"364",692,"Rebersburg","16872",6,0,0,NA,NA,NA
"365",693,"Snow Shoe","16874",21,0,0,NA,NA,NA
"366",694,"Spring Mills","16875",28,0,0,NA,NA,NA
"367",695,"Wallaceton","16876",-1,0,0,NA,NA,NA
"368",696,"Warriors Mark","16877",12,0,0,NA,NA,NA
"369",697,"West Decatur","16878",22,-1,0,NA,NA,NA
"370",698,"Winburne","16879",-1,0,0,NA,NA,NA
"371",699,"Woodland","16881",16,0,0,NA,NA,NA
"372",700,"Woodward","16882",-1,0,0,NA,NA,NA
"373",701,"Wellsboro","16901",101,-1,0,NA,NA,NA
"374",702,"Blossburg","16912",22,0,0,NA,NA,NA
"375",703,"Columbia Cross Roads","16914",32,-1,0,NA,NA,NA
"376",704,"Coudersport","16915",32,-1,0,NA,NA,NA
"377",705,"Covington","16917",12,-1,0,NA,NA,NA
"378",706,"Elkland","16920",21,-1,0,NA,NA,NA
"379",707,"Gaines","16921",-1,0,0,NA,NA,NA
"380",708,"Galeton","16922",15,0,0,NA,NA,NA
"381",709,"Genesee","16923",6,0,0,NA,NA,NA
"382",710,"Gillett","16925",37,-1,0,NA,NA,NA
"383",711,"Granville Summit","16926",-1,0,0,NA,NA,NA
"384",712,"Harrison Valley","16927",-1,0,0,NA,NA,NA
"385",713,"Knoxville","16928",10,0,0,NA,NA,NA
"386",714,"Lawrenceville","16929",16,-1,0,NA,NA,NA
"387",715,"Liberty","16930",6,-1,0,NA,NA,NA
"388",716,"Mainesburg","16932",7,0,0,NA,NA,NA
"389",717,"Mansfield","16933",57,-1,-1,NA,NA,NA
"390",718,"Middlebury Center","16935",9,0,0,NA,NA,NA
"391",719,"Millerton","16936",21,-1,0,NA,NA,NA
"392",720,"Mills","16937",-1,0,0,NA,NA,NA
"393",721,"Morris","16938",7,0,0,NA,NA,NA
"394",722,"Morris Run","16939",-1,0,0,NA,NA,NA
"395",723,"Nelson","16940",-1,0,0,NA,NA,NA
"396",724,"Genesee","16941",-1,0,0,NA,NA,NA
"397",725,"Osceola","16942",10,0,0,NA,NA,NA
"398",726,"Sabinsville","16943",-1,0,0,NA,NA,NA
"399",727,"Tioga","16946",20,-1,0,NA,NA,NA
"400",728,"Troy","16947",57,-1,0,NA,NA,NA
"401",729,"Ulysses","16948",14,0,0,NA,NA,NA
"402",730,"Westfield","16950",42,0,0,NA,NA,NA
"403",731,"Allensville","17002",8,0,0,NA,NA,NA
"404",732,"Annville","17003",178,27,5,NA,NA,NA
"405",733,"Belleville","17004",33,-1,0,NA,NA,NA
"406",734,"Berrysburg","17005",-1,-1,0,NA,NA,NA
"407",735,"Blain","17006",8,0,0,NA,NA,NA
"408",736,"Boiling Springs","17007",60,-1,-1,NA,NA,NA
"409",737,"Burnham","17009",41,-1,0,NA,NA,NA
"410",738,"Camp Hill","17011",444,119,-1,NA,NA,NA
"411",739,"Carlisle","17013",452,72,-1,NA,NA,NA
"412",740,"Cocolamus","17014",-1,0,0,NA,NA,NA
"413",741,"Carlisle","17015",236,26,-1,NA,NA,NA
"414",742,"Dalmatia","17017",34,-1,-1,NA,NA,NA
"415",743,"Dauphin","17018",57,7,0,NA,NA,NA
"416",744,"Dillsburg","17019",202,19,0,NA,NA,NA
"417",745,"Duncannon","17020",104,-1,0,NA,NA,NA
"418",746,"East Waterford","17021",11,-1,0,NA,NA,NA
"419",747,"Elizabethtown","17022",540,77,-1,NA,NA,NA
"420",748,"Elizabethville","17023",53,12,0,NA,NA,NA
"421",749,"Elliottsburg","17024",20,-1,-1,NA,NA,NA
"422",750,"Enola","17025",221,17,-1,NA,NA,NA
"423",751,"Fredericksburg","17026",58,14,-1,NA,NA,NA
"424",752,"Grantville","17028",56,-1,0,NA,NA,NA
"425",753,"Granville","17029",5,0,0,NA,NA,NA
"426",754,"Gratz","17030",14,-1,0,NA,NA,NA
"427",755,"Halifax","17032",95,-1,0,NA,NA,NA
"428",756,"Hershey","17033",294,51,-1,NA,NA,NA
"429",757,"Highspire","17034",31,-1,0,NA,NA,NA
"430",758,"Honey Grove","17035",15,-1,-1,NA,NA,NA
"431",759,"Hummelstown","17036",431,43,-1,NA,NA,NA
"432",760,"Ickesburg","17037",19,-1,0,NA,NA,NA
"433",761,"Jonestown","17038",153,24,-1,NA,NA,NA
"434",762,"Landisburg","17040",27,-1,0,NA,NA,NA
"435",763,"Lebanon","17042",1147,269,5,NA,NA,NA
"436",764,"Lemoyne","17043",122,7,0,NA,NA,NA
"437",765,"Lewistown","17044",329,30,-1,NA,NA,NA
"438",766,"Liverpool","17045",34,6,0,NA,NA,NA
"439",767,"Lebanon","17046",1087,353,7,NA,NA,NA
"440",768,"Loysville","17047",22,-1,0,NA,NA,NA
"441",769,"Lykens","17048",59,9,0,NA,NA,NA
"442",770,"Mc Alisterville","17049",35,6,0,NA,NA,NA
"443",771,"Mechanicsburg","17050",413,56,-1,NA,NA,NA
"444",772,"Mc Veytown","17051",45,5,-1,NA,NA,NA
"445",773,"Mapleton Depot","17052",20,-1,0,NA,NA,NA
"446",774,"Marysville","17053",78,-1,0,NA,NA,NA
"447",775,"Mechanicsburg","17055",485,54,-1,NA,NA,NA
"448",776,"Middletown","17057",309,35,-1,NA,NA,NA
"449",777,"Mifflin","17058",28,19,-1,NA,NA,NA
"450",778,"Mifflintown","17059",106,35,-1,NA,NA,NA
"451",779,"Mill Creek","17060",14,-1,0,NA,NA,NA
"452",780,"Millersburg","17061",90,51,-1,NA,NA,NA
"453",781,"Millerstown","17062",32,-1,-1,NA,NA,NA
